manly had:0.5
he’s in:0.0909091
before william:0.00299401
work here:0.00243309
to cease:0.000136743
robbed the:0.333333
зручніше їй:1
made more:0.0031348
odd one:0.166667
much mercy:0.00321543
a cool:0.000340541
family were:0.00851064
походження цієї:0.5
deliberately break:0.333333
some previous:0.0018622
introspective look:1
englishwoman in:0.5
burglar who:0.222222
a swift:0.000170271
or servants:0.000809061
lamps were:0.2
highest assurance:0.111111
masters from:0.030303
above laid:0.0135135
pastime and:1
from beddoes:0.0018622
your lamps:0.00185874
paid 6s:0.00877193
who rang:0.00129534
myself tingling:0.010101
it came:0.00431177
next my:0.0108696
ледь нетерплячим:0.1
heard any:0.00917431
for shortly:0.000372717
son alec:0.0123457
industrial combination:0.030303
of labourers:0.000427031
cunningham gravely:0.0384615
forced the:0.037037
burglar into:0.111111
street was:0.00854701
fellow william:0.0136986
verify it:0.5
else succeeded:0.0178571
anything between:0.0113636
english books:0.00877193
hire he:0.142857
the grosvenor:6.1954e-05
their relative:0.000981354
smoke had:0.0714286
easily verify:0.0434783
very easily:0.00344828
<s> extremely:5.9202e-05
point on:0.0273973
might trespass:0.00429185
leaving all:0.0344828
here there:0.00784314
productions that:0.5
the to:6.1954e-05
of louvain:0.000106758
<s> simon:1.9734e-05
any grain:0.00172712
way help:0.00352113
well since:0.00533333
india </s>:0.230769
you home:0.000418585
how queer:0.00626959
obscure mass:0.0769231
investment in:1
such reasonable:0.0026738
illness he:0.0555556
<s> severe:1.9734e-05
perception </s>:0.5
_case of:0.857143
watson would:0.00746269
river than:0.166667
не почують:0.0017452
and breathed:0.000120048
proceeded actually:0.0769231
порадьтеся з:1
kitchen where:0.0357143
the _journal:6.1954e-05
так схлипує:0.00787402
enter the:0.26087
may upset:0.0023753
and severity:0.000120048
region in:1
enemies one:0.166667
я прокинулась:0.00393701
face had:0.0103627
wants to:0.0714286
глипнув на:1
poor friend’s:0.00378788
for fixing:0.000372717
ccxcvi </s>:1
only horse:0.00241546
patient </s>:0.333333
browner </s>:0.0909091
you examined:0.000418585
other men:0.00907441
doing it:0.05
industry women’s:0.00813008
there’s only:0.0588235
indefinite doubt:1
only wanted:0.00241546
major before:0.166667
brought shoes:0.00826446
was weary:0.000311333
dancing academy:0.08
any clue:0.00345423
londoners </s>:1
contrast with:0.0769231
вирок звернувся:0.25
market places:0.0294118
showy </s>:1
absolutely certain:0.0277778
district but:0.0714286
expression and:0.0625
smiling expression:0.0588235
a square:0.000510812
dashing young:0.125
face the:0.0103627
heavy eyed:0.0333333
once suggests:0.00666667
збагнула вона:0.25
former social:0.0217391
wife whose:0.00250627
angle of:0.333333
her slinking:0.000520291
path from:0.0714286
out about:0.0015949
consultation was:0.166667
guide us:0.111111
розгардіяш виганяли:1
trail he:0.142857
no jealousy:0.00130719
genius and:0.142857
see and:0.00854701
поблизу ріс:0.5
the wounded:6.1954e-05
knelt beside:0.5
alas only:0.111111
and knelt:0.000120048
a formidable:0.000170271
balance was:0.142857
increase the:0.0769231
then mr:0.00180832
he examined:0.000831255
still wore:0.00561798
the hinges:6.1954e-05
might compare:0.00429185
<s> moving:1.9734e-05
those stairs:0.00505051
wife appeared:0.00250627
kitchen door:0.0714286
he bought:0.000415628
hedge which:0.142857
<s> читай:3.9468e-05
old jew:0.0049505
serious one:0.0526316
loathsome disease:1
likely by:0.025
garden from:0.0208333
of garden:0.000213516
anywhere without:0.0769231
separated by:0.111111
<s> fittings:1.9734e-05
malplaquet upon:1
by public:0.000584795
to frame:0.000136743
wait for:0.130435
tougher than:1
anne </s>:0.315789
presents features:0.111111
to entertain:0.000273486
lived </s>:0.0909091
mixture of:0.4
у братовому:0.00598802
little place:0.00240964
lodge and:0.166667
королева пальцем:0.0196078
well here:0.00266667
papers presuming:0.025
up colonel:0.00187617
dangerous one:0.0625
of consoling:0.000106758
destroyed by:0.166667
<s> expenses:3.9468e-05
no condition:0.00130719
retrospective effusions:1
trans by:0.5
rejoined us:0.125
over yonder:0.0126984
the envelope:6.1954e-05
his offence:0.000443459
dishonest one:0.333333
letter by:0.0172414
гусінь а:0.0357143
<s> tragic:1.9734e-05
use </s>:0.114094
but permitted:0.000723589
come through:0.00668896
obscure nervous:0.0769231
doth beare:0.030303
of mouth:0.000106758
ходімо любесенькі:1
middlesex quarter:0.285714
by word:0.000584795
of contour:0.000106758
trades for:0.0162602
quarter in:0.0120482
holmes or:0.00273973
fifehead widdow:1
pocket before:0.02
distinctive save:0.2
a lobster:0.000510812
drove back:0.0833333
fraternity she:0.1
unfortunate linguist:0.0588235
humbly requests:0.111111
which supplies:0.00066313
pocket most:0.02
it incriminated:0.000331675
torn out:0.0909091
cleared </s>:0.3
twelve letters:0.027027
that sheet:0.000597193
sir to:0.0070922
charms of:0.5
peron of:0.5
but where:0.00289436
from year:0.000931099
that hour:0.00089579
being three:0.00355872
and drink:0.00384154
kepyng of:1
reckoned upon:0.285714
bed at:0.0208333
the dodo:0.000743448
brought william:0.00826446
this fragment:0.000762777
note was:0.05
fidgeted </s>:1
the pantry:6.1954e-05
wrote that:0.030303
drew jake's:0.0238095
whoever wrote:0.1
sailor he:0.166667
clue mr:0.0454545
<s> fraud:3.9468e-05
a clue:0.00102162
the whereabouts:6.1954e-05
elegant and:0.5
way at:0.00704225
waiting </s>:0.1
overriding </s>:0.5
приказки й:0.333333
which the:0.0570292
visit now:0.0277778
our last:0.00289855
fish into:0.0588235
depth which:0.25
of mixed:0.000106758
investigations </s>:0.5
be deduced:0.000667111
simpler </s>:1
ascended with:0.125
your investigations:0.00185874
abhor and:1
elapsed since:0.2
result of:0.25
drawers grocers:0.125
tastes and:0.166667
poor fellow’s:0.00378788
broken through:0.025641
brooding over:0.2
starved had:0.5
test everything:0.0666667
oh it:0.010101
whitewashed kind:0.25
я сам:0.00393701
holder and:0.0666667
й стараємося:0.0035461
you doubted:0.000418585
the sickly:6.1954e-05
reported </s>:0.0833333
great intrinsic:0.00460829
the bottles:6.1954e-05
wound as:0.111111
<s> unfortunate:3.9468e-05
after you:0.0178571
bear </s>:0.153846
language as:0.0714286
hundred miles:0.0142857
hers in:0.0833333
first of:0.0181818
reconnaissance </s>:1
<s> entreaties:1.9734e-05
white lyon:0.0131579
a distance:0.000340541
life before:0.0083682
stout man:0.4
little reconnaissance:0.00240964
crime i:0.037037
was after:0.00217933
trip has:0.25
confesseth </s>:1
razor or:1
watson your:0.00746269
застерігав масло:1
violently with:0.0909091
hands thrust:0.00775194
hawkers carried:0.142857
chin the:0.0625
holmes pacing:0.00273973
found holmes:0.005
the pause:6.1954e-05
examples which:0.0909091
best go:0.0133333
rock which:0.25
<s> altogether:5.9202e-05
чутно озвалася:0.333333
fire to:0.0731707
woman black:0.00373134
he’s all:0.0909091
maupertuis are:1
little elderly:0.00240964
method muttered:0.0714286
madness in:0.333333
we laid:0.00119904
early every:0.0666667
midwife to:0.111111
was madness:0.000311333
some folks:0.0018622
queerly and:1
kirwan and:0.166667
deal in:0.0294118
illness yet:0.0555556
closed but:0.0689655
<s> sneezing:3.9468e-05
vital tradition:0.1
don’t quite:0.0142857
yeers since:1
inspector shrugged:0.0140845
howse be:0.111111
returned alone:0.0192308
faster </s>:0.25
<s> _false:1.9734e-05
several threads:0.0163934
my brain:0.000852515
стояти без:1
to profit:0.000136743
the almoners:6.1954e-05
<s> fancies:1.9734e-05
додому я:0.2
will step:0.0043956
victoria </s>:0.5
great help:0.00460829
й рукавички:0.0106383
athens perhaps:0.25
little glance:0.00240964
making were:0.0105263
communicating with:1
excite considerable:1
petition being:0.0238095
with colour:0.000488043
sake gitl:0.0526316
з гущавини:0.00393701
сидить собі:1
whom had:0.0111111
мовчала й:1
can really:0.00817439
practically a:0.125
something in:0.0654206
i promish:0.000280348
weekly pensions:0.0434783
received us:0.0253165
farme of:1
you we:0.000418585
of past:0.000106758
raised his:0.142857
mysterious light:0.333333
remained for:0.030303
forms of:0.421053
recognise danger:0.0909091
thief’s </s>:1
puts himself:0.5
<s> needed:3.9468e-05
up he:0.00187617
appointment from:0.111111
was married:0.00124533
the servant:0.000123908
and another:0.000480192
no children:0.00130719
calm self:0.5
eventually persuaded:0.166667
no manner:0.00261438
burglar </s>:0.222222
be connected:0.000667111
sudden violence:0.0344828
presently as:0.0384615
щосили аліса:1
your last:0.00185874
an oath:0.00116279
dog running:0.047619
були та:0.0357143
smiled at:0.222222
he sank:0.00124688
black figure:0.0166667
concentration </s>:0.5
was haggard:0.000311333
soldiers over:0.03125
out between:0.00318979
helped him:0.333333
swinging his:0.5
was bending:0.000311333
and tape_:0.000120048
board after:0.0833333
her bony:0.000520291
docket and:1
the comfortable:6.1954e-05
theory that:0.0454545
let into:0.00925926
been off:0.00134771
appointment continued:0.111111
завеликі а:1
their care:0.000981354
the hempe:6.1954e-05
<s> scrap:1.9734e-05
very diligently:0.00172414
was heartbroken:0.000311333
reproduced </s>:0.5
drawing herself:0.0526316
<s> reproduced:1.9734e-05
would undoubtedly:0.003367
a facsimile:0.000340541
covered </s>:0.0909091
broke in:0.233333
of regratery:0.000106758
almost as:0.0447761
suffolk for:0.0909091
murderer </s>:0.0909091
however there:0.0108696
їдять яйця:0.2
waltzing much:0.333333
drawn towards:0.0357143
fellow met:0.0136986
ng and:1
mentioned upon:0.0384615
hour mentioned:0.0147059
david uttered:0.25
sheet </s>:0.214286
larger sheet:0.037037
this would:0.00152555
a larger:0.000851354
long price:0.00561798
other saying:0.00181488
a fragment:0.000170271
на табличках:0.00588235
thumb of:0.166667
hedges of:0.125
a hercules:0.000170271
<s> circumstance:1.9734e-05
and servant:0.000120048
into gilds:0.00189394
he led:0.00124688
boxed a:0.5
never very:0.00373134
you deduced:0.00083717
traded and:0.25
only refuge:0.00241546
the shortage:6.1954e-05
half witted:0.0078125
are cases:0.00117096
her half:0.00104058
purpose where:0.025641
martin his:0.333333
shock has:0.2
but you're:0.000723589
than charitie:0.00254453
<s> falmouth:1.9734e-05
by reference:0.000584795
no information:0.00130719
get no:0.027933
not personally:0.000711744
in social:0.000385505
it's pleased:0.0327869
period the:0.0208333
the englischer:6.1954e-05
did william:0.00307692
a carrier:0.000170271
thatchers best:0.5
forced when:0.037037
toffee and:1
and mayor:0.000120048
lock has:0.111111
head whirls:0.00598802
just burst:0.00537634
invisible buried:0.333333
has said:0.00440529
their guard:0.000981354
fine tall:0.0285714
миша здається:0.030303
he swears:0.000415628
put every:0.00840336
lives at:0.0227273
was consistent:0.000311333
this william:0.00152555
say as:0.00438596
human countenances:0.025
soon find:0.0133333
stranger we:0.0416667
assures me:0.25
southampton for:0.125
<s> property:1.9734e-05
misfortune made:0.142857
another would:0.0070922
a smoke:0.000170271
some dark:0.0018622
career has:0.0666667
villain got:0.142857
receive </s>:0.0857143
diaries anecdote:0.25
obvious therefore:0.0555556
dying </s>:0.4
майже тими:0.0666667
help the:0.0470588
call </s>:0.125
husband theyr:0.00571429
of silver:0.000213516
mushroom growing:0.125
but lost:0.000723589
croquet with:0.111111
<s> _refuge:1.9734e-05
cloths_ </s>:1
bedroom saw:0.037037
give no:0.00684932
cunningham looking:0.0384615
<s> winde:1.9734e-05
shot the:0.0454545
something beyond:0.00934579
closed its:0.0344828
effect their:0.0140845
alec ran:0.0909091
happened however:0.025641
both heard:0.00598802
battles alone:0.333333
his dressing:0.000886918
hundred women:0.0142857
are addressing:0.00117096
her productive:0.00208117
purely accidental:0.166667
cunningham had:0.0769231
quiet woman:0.04
moderation by:1
naturally destroy:0.03125
_cheek_ </s>:1
suffered any:0.166667
was quarter:0.000622665
yorkshire which:0.0588235
<s> alec:0.000177606
cunningham saw:0.115385
chaplain knocked:0.166667
careworn and:1
a sinner:0.000170271
reached my:0.0243902
<s> contempt:3.9468e-05
item you:0.1
poor william:0.00378788
first confronted:0.00363636
killed </s>:0.0909091
see at:0.002849
<s> they've:1.9734e-05
party in:0.047619
wholly or:0.0344828
have plenty:0.00067659
the acton:6.1954e-05
with surprise:0.000976086
clue in:0.0454545
was hopeless:0.000311333
attitude i:0.0769231
lived as:0.0606061
stockton upon:0.2
izaak wracke:1
familiar attitude:0.142857
guidance we:0.5
creaming </s>:1
<s> disinclination:1.9734e-05
evolution must:0.111111
chair in:0.0652174
thereof upon:0.04
few details:0.00746269
be absolutely:0.000667111
if all:0.00286123
there annie:0.00130208
everything they:0.0285714
слухняно завчала:0.5
are against:0.00117096
obviously to:0.0666667
fates are:1
lock the:0.222222
<s> sweare:1.9734e-05
doing his:0.025
take them:0.015
colonel waved:0.0119048
good morning:0.0106762
relations may:0.0526316
story had:0.0117647
parker a:0.0833333
playful way:0.333333
butler throwing:0.0526316
gone like:0.0103093
ned hunter:1
meddle </s>:0.142857
has lost:0.00440529
with singular:0.000488043
memorandum book:0.333333
<s> encouraged:3.9468e-05
estate and:0.2
has some:0.00220264
be but:0.00200133
well they:0.00266667
wheeler b.a:0.25
<s> _duties:1.9734e-05
and richest:0.000120048
<s> shooting:1.9734e-05
drawn out:0.0357143
largest about:0.2
are far:0.00117096
turtle yet:0.0175439
cunningham’s are:0.2
leaned back:0.333333
relation for:0.04
by silvia:0.000584795
and cunningham’s:0.000120048
practitioner said:0.142857
deadly sarcasm:0.166667
she to:0.00232153
shutting his:0.25
said bowing:0.000811688
<s> incidents:1.9734e-05
local practitioner:0.0526316
holmes turned:0.00273973
be alone:0.000667111
did her:0.00307692
it’s some:0.0232558
still much:0.00561798
which shows:0.00265252
their attention:0.00294406
recovering the:0.142857
потрошку надкушувати:1
or thieves:0.000809061
8d </s>:0.428571
religion said:0.0625
england to:0.0470588
parish in:0.0114943
англії повсюдним:0.2
ate he:0.5
and flows:0.000120048
interpreted as:0.166667
pewterers decided:0.0714286
same district:0.00389105
world but:0.0410959
when one:0.0107198
whose society:0.0126582
singular collection:0.0277778
proclaimed his:0.5
the balls:6.1954e-05
weeke to:0.111111
stole that:0.2
else had:0.0178571
doves </s>:1
at eightpence:0.000604961
royalties for:0.333333
and stole:0.000120048
dollars </s>:0.166667
a forge:0.000170271
experiment corroborating:0.25
villains who:0.333333
made plain:0.0031348
service for:0.05
<s> threat:1.9734e-05
small brougham:0.00854701
a form:0.000340541
<s> nottingham:3.9468e-05
<s> _considerations:1.9734e-05
over this:0.0126984
state </s>:0.119565
cunningham and:0.115385
see its:0.002849
maybe are:0.111111
old cunningham:0.019802
spin at:0.0526316
our leading:0.00289855
if not:0.0228898
baddish business:1
hand we:0.0052356
little on:0.00240964
safeguards so:1
struck from:0.0294118
of thirteen:0.000106758
parish endeavour:0.0114943
friend played:0.0108696
orphans maintained:0.333333
dictating </s>:1
<s> defended:1.9734e-05
